Ticker,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
DIV,ASX:WDIV,SPDR S&P Global Dividend Fund (ASX:WDIV),https://www.listcorp.com/asx/wdiv/spdr-s-and-p-global-dividend-fund,287836000,20.57,0,0,Unclassified
VEQ,ASX:VEQ,Vanguard FTSE Europe Shares ETF (ASX:VEQ),https://www.listcorp.com/asx/veq/vanguard-ftse-europe-shares-etf,286245000,73.81,0,0,Unclassified
JMS,ASX:JMS,Jupiter Mines Limited (ASX:JMS),https://www.listcorp.com/asx/jms/jupiter-mines-limited,284273000,0.145,0,0,Materials
RCB,ASX:RCB,Russell Investments Australian Select Corporate Bond ETF (ASX:RCB),https://www.listcorp.com/asx/rcb/russell-investments-australian-select-corporate-bond-etf,284211000,20.19,0,0,Unclassified
LPR,ASX:GLPR,iShares Core FTSE Global Property Ex Australia (AUD Hedged) ETF (ASX:GLPR),https://www.listcorp.com/asx/glpr/ishares-core-ftse-global-property-ex-australia-aud-hedged-etf,284083000,27.58,0,0,Unclassified
ARU,ASX:ARU,Arafura Rare Earths Limited (ASX:ARU),https://www.listcorp.com/asx/aru/arafura-rare-earths-limited,283398000,0.115,0,0,Materials
IMU,ASX:IMU,Imugene Limited (ASX:IMU),https://www.listcorp.com/asx/imu/imugene,282656000,0.038,0,0,Health Care
AMA,ASX:AMA,AMA Group Limited (ASX:AMA),https://www.listcorp.com/asx/ama/ama-group-limited,282173000,0.059,0,0,Industrials
XHG,ASX:WXHG,SPDR S&P World ex Australia Carbon Control (Hedged) Fund (ASX:WXHG),https://www.listcorp.com/asx/wxhg/spdr-s-and-p-world-ex-australia-carbon-control-hedged-fund,280628000,26.46,0,0,Unclassified
PGH,ASX:PGH,Pact Group Holdings Ltd (ASX:PGH),https://www.listcorp.com/asx/pgh/pact-group-holdings-ltd,280596000,0.815,0,0,Materials
FID,ASX:FID,Fiducian Group Limited (ASX:FID),https://www.listcorp.com/asx/fid/fiducian-group-limited,280151000,8.9,0,0,Financials
LAU,ASX:LAU,Lindsay Australia Limited (ASX:LAU),https://www.listcorp.com/asx/lau/lindsay-australia-limited,278634000,0.885,0,0,Industrials
VLC,ASX:VLC,Vanguard MSCI Australian Large Companies Index ETF (ASX:VLC),https://www.listcorp.com/asx/vlc/vanguard-msci-australian-large-companies-index-etf,278519000,85.6,0,0,Unclassified
GRR,ASX:GRR,Grange Resources Limited (ASX:GRR),https://www.listcorp.com/asx/grr/grange-resources,277761000,0.24,0,0,Materials
STR,ASX:MSTR,Morningstar International Shares Active ETF (Managed Fund) (ASX:MSTR),https://www.listcorp.com/asx/mstr/morningstar-international-shares-active-etf-managed-fund,277686000,9.86,0,0,Unclassified
LUE,ASX:VLUE,VanEck MSCI International Value ETF (ASX:VLUE),https://www.listcorp.com/asx/vlue/vaneck-msci-international-value-etf,276286000,26.75,0,0,Unclassified
RHI,ASX:RHI,Red Hill Minerals Limited (ASX:RHI),https://www.listcorp.com/asx/rhi/red-hill-minerals-limited,273825000,4.29,0,0,Materials
STP,ASX:STP,Step One Clothing Limited (ASX:STP),https://www.listcorp.com/asx/stp/step-one-clothing-limited,271524000,1.465,0,0,Consumer Discretionary
AET,ASX:MAET,Munro Global Growth Fund (ASX:MAET),https://www.listcorp.com/asx/maet/munro-global-growth-fund,271131000,6.93,0,0,Unclassified
GDF,ASX:GDF,Garda Property Group (ASX:GDF),https://www.listcorp.com/asx/gdf/garda-property-group,270212000,1.235,0,0,Real Estate
AVH,ASX:AVH,"AVITA Medical, Inc. (ASX:AVH)",https://www.listcorp.com/asx/avh/avita-medical-inc.,269725000,3.86,0,0,Health Care
AFP,ASX:AFP,AFT Pharmaceuticals Limited (ASX:AFP),https://www.listcorp.com/asx/afp/aft-pharmaceuticals-limited,267409000,2.55,0,0,Health Care
XRF,ASX:XRF,XRF Scientific Limited (ASX:XRF),https://www.listcorp.com/asx/xrf/xrf-scientific-limited,266758000,1.9,0,0,Industrials
GOV,ASX:GGOV,BetaShares U.S. Treasury Bond 20+ Year ETF - Currency Hedged (ASX:GGOV),https://www.listcorp.com/asx/ggov/betashares-u.s.-treasury-bond-20-year-etf-currency-hedged,265379000,14.19,0,0,Unclassified
TCG,ASX:TCG,Turaco Gold Limited (ASX:TCG),https://www.listcorp.com/asx/tcg/turaco-gold-limited,263573000,0.32,0,0,Materials
OMH,ASX:OMH,OM Holdings Limited (ASX:OMH),https://www.listcorp.com/asx/omh/om-holdings-limited,260527000,0.34,0,0,Materials
WGN,ASX:WGN,Wagners Holding Company Limited (ASX:WGN),https://www.listcorp.com/asx/wgn/wagners-holding-company-limited,259694000,1.34,0,0,Materials
RDV,ASX:RDV,Russell Investments High Dividend Australian Shares ETF (ASX:RDV),https://www.listcorp.com/asx/rdv/russell-investments-high-dividend-australian-shares-etf,259247000,32.29,0,0,Unclassified
IRE,ASX:WIRE,Global X Copper Miners ETF (ASX:WIRE),https://www.listcorp.com/asx/wire/global-x-copper-miners-etf,258282000,13.29,0,0,Unclassified
LGI,ASX:LGI,LGI Limited (ASX:LGI),https://www.listcorp.com/asx/lgi/lgi-limited,257545000,2.9,0,0,Utilities
KMD,ASX:KMD,KMD Brands Limited (ASX:KMD),https://www.listcorp.com/asx/kmd/kmd-brands-limited,256200000,0.36,0,0,Consumer Discretionary
FND,ASX:FND,Findi Limited (ASX:FND),https://www.listcorp.com/asx/fnd/findi-limited,255326000,5.2,0,0,Financials
WAT,ASX:WAT,Waterco Limited (ASX:WAT),https://www.listcorp.com/asx/wat/waterco,255305000,7.26,0,0,Consumer Discretionary
URF,ASX:URF,US Masters Residential Property Fund (ASX:URF),https://www.listcorp.com/asx/urf/us-masters-residential-property,254058000,0.36,0,0,Real Estate
AGI,ASX:AGI,Ainsworth Game Technology Limited (ASX:AGI),https://www.listcorp.com/asx/agi/ainsworth-game-technology-limited,252595000,0.75,0,0,Consumer Discretionary
EGH,ASX:EGH,Eureka Group Holdings Limited (ASX:EGH),https://www.listcorp.com/asx/egh/eureka-group-holdings-limited,252386000,0.595,0,0,Real Estate
SEC,ASX:ISEC,iShares Enhanced Cash ETF (ASX:ISEC),https://www.listcorp.com/asx/isec/ishares-enhanced-cash-etf,252330000,100.56,0,0,Unclassified
MAX,ASX:UMAX,BetaShares S&P 500 Yield Maximiser Fund (managed fund) (ASX:UMAX),https://www.listcorp.com/asx/umax/betashares-s-and-p-500-yield-maximiser-fund-managed-fund,251299000,26.95,0,0,Unclassified
ONE,ASX:ONE,Oneview Healthcare Plc (ASX:ONE),https://www.listcorp.com/asx/one/oneview-healthcare-plc,250580000,0.335,0,0,Health Care
SYR,ASX:SYR,Syrah Resources Limited (ASX:SYR),https://www.listcorp.com/asx/syr/syrah-resources-limited,248374000,0.24,0,0,Materials
CAY,ASX:CAY,Canyon Resources Limited (ASX:CAY),https://www.listcorp.com/asx/cay/canyon-resources,247955000,0.175,0,0,Materials
COR,ASX:ICOR,iShares Core Corporate Bond ETF (ASX:ICOR),https://www.listcorp.com/asx/icor/ishares-core-corporate-bond-etf,246826000,95.41,0,0,Unclassified
ECF,ASX:ECF,Elanor Commercial Property Fund (ASX:ECF),https://www.listcorp.com/asx/ecf/elanor-commercial-property-fund,246236000,0.605,0,0,Real Estate
CVC,ASX:CVC,CVC Limited (ASX:CVC),https://www.listcorp.com/asx/cvc/cvc-limited,244936000,2.1,0,0,Financials
CVW,ASX:CVW,Clearview Wealth Limited (ASX:CVW),https://www.listcorp.com/asx/cvw/clearview-wealth-limited,243354000,0.37,0,0,Financials
RAC,ASX:RAC,Race Oncology Limited (ASX:RAC),https://www.listcorp.com/asx/rac/race-oncology-limited,243198000,1.4,0,0,Health Care
ARX,ASX:ARX,Aroa Biosurgery Limited (ASX:ARX),https://www.listcorp.com/asx/arx/aroa-biosurgery-limited,243155000,0.705,0,0,Health Care
BBN,ASX:BBN,Baby Bunting Group Limited (ASX:BBN),https://www.listcorp.com/asx/bbn/baby-bunting-group-limited,242856000,1.8,0,0,Consumer Discretionary
SHA,ASX:SHA,SHAPE Australia Corporation Limited (ASX:SHA),https://www.listcorp.com/asx/sha/shape-australia-corporation-limited,238779000,2.86,0,0,Industrials
IXX,ASX:PIXX,Platinum International Fund (Quoted Managed Hedge Fund) (ASX:PIXX),https://www.listcorp.com/asx/pixx/platinum-international-fund-quoted-managed-hedge-fund,236328000,4.98,0,0,Unclassified
IND,ASX:IIND,BetaShares India Quality ETF (ASX:IIND),https://www.listcorp.com/asx/iind/betashares-india-quality-etf,236168000,12.34,0,0,Unclassified
DCO,ASX:VDCO,Vanguard Diversified Conservative Index ETF (ASX:VDCO),https://www.listcorp.com/asx/vdco/vanguard-diversified-conservative-index-etf,235871000,54.3,0,0,Unclassified
OBO,ASX:ROBO,Global X ROBO Global Robotics & Automation ETF (ASX:ROBO),https://www.listcorp.com/asx/robo/global-x-robo-global-robotics-and-automation-etf,235138000,78.59,0,0,Unclassified
VST,ASX:HVST,BetaShares Australian Dividend Harvester Fund (managed fund) (ASX:HVST),https://www.listcorp.com/asx/hvst/betashares-australian-dividend-harvester-fund,234743000,13.71,0,0,Unclassified
EEG,ASX:EEG,Empire Energy Group Limited (ASX:EEG),https://www.listcorp.com/asx/eeg/empire-energy-group-limited,233980000,0.23,0,0,Energy
TBR,ASX:TBR,Tribune Resources Ltd (ASX:TBR),https://www.listcorp.com/asx/tbr/tribune-resources,233483000,4.45,0,0,Materials
WAX,ASX:WAX,WAM Research Limited (ASX:WAX),https://www.listcorp.com/asx/wax/wam-research,233352000,1.135,0,0,Financials
EOS,ASX:EOS,Electro Optic Systems Holdings Limited (ASX:EOS),https://www.listcorp.com/asx/eos/electro-optic-systems-holdings-limited,231543000,1.2,0,0,Industrials
SWM,ASX:SWM,Seven West Media Limited (ASX:SWM),https://www.listcorp.com/asx/swm/seven-west-media-limited,230871000,0.15,0,0,Communication Services
TTT,ASX:TTT,Titomic Limited (ASX:TTT),https://www.listcorp.com/asx/ttt/titomic-limited,230738000,0.18,0,0,Materials
TBN,ASX:TBN,Tamboran Resources Limited (ASX:TBN),https://www.listcorp.com/asx/tbn/tamboran-resources-limited,229113000,0.13,0,0,Energy
GVF,ASX:GVF,Staude Capital Global Value Fund Limited (ASX:GVF),https://www.listcorp.com/asx/gvf/staude-capital-global-value-fund-limited,229096000,1.31,0,0,Financials
ABA,ASX:ABA,Auswide Bank Ltd (ASX:ABA),https://www.listcorp.com/asx/aba/auswide-bank,227923000,4.4,0,0,Financials
OCC,ASX:OCC,Orthocell Limited (ASX:OCC),https://www.listcorp.com/asx/occ/orthocell-limited,227317000,0.95,0,0,Health Care
MVB,ASX:MVB,Vaneck Vectors Australian Banks ETF (ASX:MVB),https://www.listcorp.com/asx/mvb/vaneck-vectors-australian-banks-etf,225944000,39.83,0,0,Unclassified
3PL,ASX:3PL,3P Learning Limited (ASX:3PL),https://www.listcorp.com/asx/3pl/3p-learning-limited,225148000,0.825,0,0,Consumer Discretionary
MHJ,ASX:MHJ,Michael Hill International Limited (ASX:MHJ),https://www.listcorp.com/asx/mhj/michael-hill-international-limited,225080000,0.585,0,0,Consumer Discretionary
AVR,ASX:AVR,Anteris Technologies Ltd (ASX:AVR),https://www.listcorp.com/asx/avr/anteris-technologies-ltd,222814000,10.54,0,0,Health Care
BRE,ASX:BRE,Brazilian Rare Earths Limited (ASX:BRE),https://www.listcorp.com/asx/bre/brazilian-rare-earths-limited,222302000,2.36,0,0,Materials
RGB,ASX:RGB,Russell Investments Australian Government Bond ETF (ASX:RGB),https://www.listcorp.com/asx/rgb/russell-investments-australian-government-bond-etf,221310000,19.1,0,0,Unclassified
GOV,ASX:XGOV,VanEck 10+ Year Australian Government Bond ETF (ASX:XGOV),https://www.listcorp.com/asx/xgov/vaneck-10-year-australian-government-bond-etf,220982000,51.63,0,0,Unclassified
A1N,ASX:A1N,ARN Media Limited (ASX:A1N),https://www.listcorp.com/asx/a1n/arn-media-limited,220701000,0.705,0,0,Communication Services
FRI,ASX:FRI,Finbar Group Limited (ASX:FRI),https://www.listcorp.com/asx/fri/finbar-group-limited,220420000,0.81,0,0,Real Estate
SM1,ASX:SM1,Synlait Milk Limited (ASX:SM1),https://www.listcorp.com/asx/sm1/synlait-milk,220167000,0.365,0,0,Consumer Staples
SKS,ASX:SKS,SKS Technologies Group Limited (ASX:SKS),https://www.listcorp.com/asx/sks/sks-technologies-group-limited,219657000,1.96,0,0,Industrials
RYP,ASX:CRYP,BetaShares Crypto Innovators ETF (ASX:CRYP),https://www.listcorp.com/asx/cryp/betashares-crypto-innovators-etf,217872000,8.16,0,0,Unclassified
HSM,ASX:QHSM,VanEck MSCI International Small Companies Quality (AUD Hedged) ETF (ASX:QHSM),https://www.listcorp.com/asx/qhsm/vaneck-msci-international-small-companies-quality-aud-hedged-etf,215017000,31.85,0,0,Unclassified
VYS,ASX:VYS,Vysarn Limited (ASX:VYS),https://www.listcorp.com/asx/vys/vysarn-limited,214740000,0.415,0,0,Materials
MEI,ASX:MEI,Meteoric Resources NL (ASX:MEI),https://www.listcorp.com/asx/mei/meteoric-resources,213780000,0.093,0,0,Materials
SGI,ASX:ESGI,VanEck MSCI International Sustainable Equity ETF (ASX:ESGI),https://www.listcorp.com/asx/esgi/vaneck-msci-international-sustainable-equity-etf,212094000,37.43,0,0,Unclassified
DUG,ASX:DUG,DUG Technology Ltd (ASX:DUG),https://www.listcorp.com/asx/dug/dug-technology-ltd,212086000,1.575,0,0,Information Technology
D2O,ASX:D2O,Duxton Water Limited (ASX:D2O),https://www.listcorp.com/asx/d2o/duxton-water-limited,211293000,1.35,0,0,Utilities
LGL,ASX:LGL,Lynch Group Holdings Limited (ASX:LGL),https://www.listcorp.com/asx/lgl/lynch-group-holdings-limited,211174000,1.73,0,0,Consumer Staples
4DX,ASX:4DX,4DMedical Limited (ASX:4DX),https://www.listcorp.com/asx/4dx/4dmedical-limited,209729000,0.51,0,0,Health Care
HHY,ASX:IHHY,iShares Global High Yield Bond (AUD Hedged) ETF (ASX:IHHY),https://www.listcorp.com/asx/ihhy/ishares-global-high-yield-bond-aud-hedged-etf,206906000,94.0,0,0,Unclassified
BTR,ASX:BTR,Brightstar Resources Limited (ASX:BTR),https://www.listcorp.com/asx/btr/brightstar-resources-limited,206849000,0.029,0,0,Materials
CTM,ASX:CTM,Centaurus Metals Limited (ASX:CTM),https://www.listcorp.com/asx/ctm/centaurus-metals-limited,206131000,0.415,0,0,Materials
3DA,ASX:3DA,Amaero International Ltd (ASX:3DA),https://www.listcorp.com/asx/3da/amaero-international-ltd,206098000,0.335,0,0,Industrials
