Ticker,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
NFM,ASX:NFM,New Frontier Minerals Limited (ASX:NFM),https://www.listcorp.com/asx/nfm/new-frontier-minerals-limited,15991100,0.011,0,0,Materials
UNT,ASX:UNT,Unith Ltd (ASX:UNT),https://www.listcorp.com/asx/unt/unith-ltd,15974200,0.013,0,0,Communication Services
IME,ASX:IME,ImExHS Limited (ASX:IME),https://www.listcorp.com/asx/ime/imexhs-limited,15967000,0.35,0,0,Health Care
CC9,ASX:CC9,Chariot Corporation Ltd (ASX:CC9),https://www.listcorp.com/asx/cc9/chariot-corporation-ltd,15922300,0.135,0,0,Materials
VN8,ASX:VN8,Vonex Limited (ASX:VN8),https://www.listcorp.com/asx/vn8/vonex-limited,15920500,0.044,0,0,Communication Services
OLH,ASX:OLH,Oldfields Holdings Limited (ASX:OLH),https://www.listcorp.com/asx/olh/oldfields-holdings-limited,15904400,0.075,0,0,Industrials
ETR,ASX:ETR,Entyr Limited (ASX:ETR),https://www.listcorp.com/asx/etr/entyr-limited,15864800,0.007,0,0,Industrials
ACP,ASX:ACP,Audalia Resources Limited (ASX:ACP),https://www.listcorp.com/asx/acp/audalia-resources,15842700,0.02,0,0,Materials
ELT,ASX:ELT,Elementos Limited (ASX:ELT),https://www.listcorp.com/asx/elt/elementos-limited,15820800,0.067,0,0,Materials
ADY,ASX:ADY,Admiralty Resources NL (ASX:ADY),https://www.listcorp.com/asx/ady/admiralty-resources,15776900,0.006,0,0,Materials
NOR,ASX:NOR,Norwood Systems Limited (ASX:NOR),https://www.listcorp.com/asx/nor/norwood-systems-limited,15724100,0.033,0,0,Information Technology
TRP,ASX:TRP,Tissue Repair Ltd (ASX:TRP),https://www.listcorp.com/asx/trp/tissue-repair-ltd,15720900,0.26,0,0,Health Care
PET,ASX:PET,Phoslock Environmental Technologies Limited (ASX:PET),https://www.listcorp.com/asx/pet/phoslock-environmental-technologies-limited,15609800,0.025,0,0,Industrials
GRV,ASX:GRV,Greenvale Energy Limited (ASX:GRV),https://www.listcorp.com/asx/grv/greenvale-energy-limited,15579900,0.031,0,0,Energy
JAV,ASX:JAV,Javelin Minerals Limited (ASX:JAV),https://www.listcorp.com/asx/jav/javelin-minerals-limited,15568200,0.003,0,0,Materials
GLE,ASX:GLE,GLG Corp (ASX:GLE),https://www.listcorp.com/asx/gle/glg-corp,15561000,0.21,0,0,Consumer Discretionary
MHI,ASX:MHI,Merchant House International Limited (ASX:MHI),https://www.listcorp.com/asx/mhi/merchant-house-international-limited,15554000,0.165,0,0,Consumer Discretionary
S66,ASX:S66,Star Combo Pharma (ASX:S66),https://www.listcorp.com/asx/s66/star-combo-pharma,15534500,0.115,0,0,Consumer Staples
NMR,ASX:NMR,Native Mineral Resources Holdings Limited (ASX:NMR),https://www.listcorp.com/asx/nmr/native-mineral-resources-holdings-limited,15518900,0.032,0,0,Materials
AZI,ASX:AZI,Altamin Limited (ASX:AZI),https://www.listcorp.com/asx/azi/altamin-limited,15511600,0.027,0,0,Materials
CCO,ASX:CCO,The Calmer Co International Limited (ASX:CCO),https://www.listcorp.com/asx/cco/the-calmer-co-international-limited,15465700,0.007,0,0,Consumer Staples
BSX,ASX:BSX,Blackstone Minerals Limited (ASX:BSX),https://www.listcorp.com/asx/bsx/blackstone-minerals-limited,15463800,0.028,0,0,Materials
NGX,ASX:NGX,NGX Limited (ASX:NGX),https://www.listcorp.com/asx/ngx/ngx-limited,15404000,0.17,0,0,Materials
LAM,ASX:LAM,Laramide Resources Ltd (ASX:LAM),https://www.listcorp.com/asx/lam/laramide-resources-ltd,15392300,0.75,0,0,Energy
AUZ,ASX:AUZ,Australian Mines Limited (ASX:AUZ),https://www.listcorp.com/asx/auz/australian-mines-limited,15383600,0.011,0,0,Materials
BIT,ASX:BIT,Biotron Limited (ASX:BIT),https://www.listcorp.com/asx/bit/biotron,15340500,0.017,0,0,Health Care
SPN,ASX:SPN,Sparc Technologies Limited (ASX:SPN),https://www.listcorp.com/asx/spn/sparc-technologies-limited,15339700,0.16,0,0,Materials
RXH,ASX:RXH,Rewardle Holdings Limited (ASX:RXH),https://www.listcorp.com/asx/rxh/rewardle-holdings-limited,15338700,0.029,0,0,Communication Services
MMG,ASX:EMMG,BetaShares Martin Currie Emerging Markets Fund (managed fund) (ASX:EMMG),https://www.listcorp.com/asx/emmg/betashares-martin-currie-emerging-markets-fund-managed-fund,15334900,6.42,0,0,Unclassified
AGD,ASX:AGD,Austral Gold Limited (ASX:AGD),https://www.listcorp.com/asx/agd/austral-gold-limited,15307800,0.025,0,0,Materials
CLE,ASX:CLE,Cyclone Metals Limited (ASX:CLE),https://www.listcorp.com/asx/cle/cyclone-metals-limited,15287300,0.022,0,0,Materials
RFT,ASX:RFT,Rectifier Technologies Ltd (ASX:RFT),https://www.listcorp.com/asx/rft/rectifier-technologies-ltd,15201800,0.011,0,0,Industrials
QEG,ASX:MQEG,Macquarie Core Global Equity Fund (ASX:MQEG),https://www.listcorp.com/asx/mqeg/macquarie-core-global-equity-fund,15164400,11.66,0,0,Unclassified
BB1,ASX:BB1,BlinkLab Limited (ASX:BB1),https://www.listcorp.com/asx/bb1/blinklab-limited,15127800,0.265,0,0,Health Care
JLL,ASX:JLL,Jindalee Lithium Limited (ASX:JLL),https://www.listcorp.com/asx/jll/jindalee-lithium-limited,15086300,0.205,0,0,Materials
MDC,ASX:MDC,Medlab Clinical Limited (ASX:MDC),https://www.listcorp.com/asx/mdc/medlab-clinical-limited,15071100,6.6,0,0,Health Care
IXU,ASX:IXU,IXUP Limited (ASX:IXU),https://www.listcorp.com/asx/ixu/ixup-limited,15038900,0.009,0,0,Information Technology
CCE,ASX:CCE,Carnegie Clean Energy Limited (ASX:CCE),https://www.listcorp.com/asx/cce/carnegie-clean-energy-limited,15014300,0.041,0,0,Utilities
AKO,ASX:AKO,Akora Resources Limited (ASX:AKO),https://www.listcorp.com/asx/ako/akora-resources-limited,15012300,0.12,0,0,Materials
TRM,ASX:TRM,Truscott Mining Corporation (ASX:TRM),https://www.listcorp.com/asx/trm/truscott-mining,14933000,0.078,0,0,Materials
AMO,ASX:AMO,Ambertech Limited (ASX:AMO),https://www.listcorp.com/asx/amo/ambertech,14787700,0.155,0,0,Information Technology
WMG,ASX:WMG,Western Mines Group Ltd (ASX:WMG),https://www.listcorp.com/asx/wmg/western-mines-group-ltd,14776300,0.17,0,0,Materials
DXN,ASX:DXN,DXN Limited (ASX:DXN),https://www.listcorp.com/asx/dxn/dxn-limited,14716100,0.063,0,0,Information Technology
TEG,ASX:TEG,Triangle Energy (Global) Limited (ASX:TEG),https://www.listcorp.com/asx/teg/triangle-energy-global-limited,14624600,0.007,0,0,Energy
NNL,ASX:NNL,Nordic Resources Ltd (ASX:NNL),https://www.listcorp.com/asx/nnl/nordic-resources-ltd,14595600,0.1,0,0,Materials
CRR,ASX:CRR,Critical Resources Limited (ASX:CRR),https://www.listcorp.com/asx/crr/critical-resources-limited,14591800,0.006,0,0,Materials
AMS,ASX:AMS,Atomos Limited (ASX:AMS),https://www.listcorp.com/asx/ams/atomos-limited,14580200,0.012,0,0,Consumer Discretionary
MVW,ASX:GMVW,VanEck Geared Australian Equal Weight Fund (Hedge Fund) (ASX:GMVW),https://www.listcorp.com/asx/gmvw/vaneck-geared-australian-equal-weight-fund-hedge-fund,14545900,41.51,0,0,Unclassified
G11,ASX:G11,G11 Resources Limited (ASX:G11),https://www.listcorp.com/asx/g11/g11-resources-limited,14499300,0.015,0,0,Materials
PTL,ASX:PTL,Prestal Holdings Limited (ASX:PTL),https://www.listcorp.com/asx/ptl/prestal-holdings-limited,14489100,0.085,0,0,Consumer Staples
EQX,ASX:EQX,Equatorial Resources Limited (ASX:EQX),https://www.listcorp.com/asx/eqx/equatorial-resources-limited,14459000,0.11,0,0,Materials
RNT,ASX:RNT,Rent.com.au Limited (ASX:RNT),https://www.listcorp.com/asx/rnt/rent.com.au-limited,14405100,0.019,0,0,Communication Services
GTE,ASX:GTE,Great Western Exploration Limited (ASX:GTE),https://www.listcorp.com/asx/gte/great-western-exploration-limited,14387300,0.026,0,0,Materials
CAV,ASX:CAV,Carnavale Resources Ltd (ASX:CAV),https://www.listcorp.com/asx/cav/carnavale-resources,14315800,0.0035,0,0,Materials
5GG,ASX:5GG,Pentanet Limited (ASX:5GG),https://www.listcorp.com/asx/5gg/pentanet-limited,14294700,0.032,0,0,Communication Services
FRB,ASX:FRB,Firebird Metals Limited (ASX:FRB),https://www.listcorp.com/asx/frb/firebird-metals-limited,14236100,0.1,0,0,Materials
HIQ,ASX:HIQ,HitIQ Limited (ASX:HIQ),https://www.listcorp.com/asx/hiq/hitiq-limited,14153800,0.04,0,0,Health Care
Z2U,ASX:Z2U,Zoom2u Technologies Limited (ASX:Z2U),https://www.listcorp.com/asx/z2u/zoom2u-technologies-limited,14146400,0.073,0,0,Information Technology
LDR,ASX:LDR,Lode Resources Ltd (ASX:LDR),https://www.listcorp.com/asx/ldr/lode-resources,14097600,0.12,0,0,Materials
HAW,ASX:HAW,Hawthorn Resources Limited (ASX:HAW),https://www.listcorp.com/asx/haw/hawthorn-resources,14070700,0.042,0,0,Materials
BTE,ASX:BTE,Botala Energy Ltd (ASX:BTE),https://www.listcorp.com/asx/bte/botala-energy-ltd,14059500,0.058,0,0,Energy
KSM,ASX:KSM,K2 Australian Small Cap Fund (Hedge Fund) (ASX:KSM),https://www.listcorp.com/asx/ksm/k2-australian-small-cap-fund-hedge-fund,13972100,2.39,0,0,Unclassified
NOV,ASX:NOV,Novatti Group Limited (ASX:NOV),https://www.listcorp.com/asx/nov/novatti-group-limited,13965000,0.029,0,0,Information Technology
INF,ASX:INF,Infinity Lithium Corporation Limited (ASX:INF),https://www.listcorp.com/asx/inf/infinity-lithium-corporation-limited,13877800,0.03,0,0,Materials
MKG,ASX:MKG,Mako Gold Limited (ASX:MKG),https://www.listcorp.com/asx/mkg/mako-gold-limited,13812700,0.014,0,0,Materials
SUM,ASX:SUM,Summit Minerals Limited (ASX:SUM),https://www.listcorp.com/asx/sum/summit-minerals-limited,13812500,0.16,0,0,Materials
MAN,ASX:MAN,Mandrake Resources Limited (ASX:MAN),https://www.listcorp.com/asx/man/mandrake-resources-limited,13799700,0.022,0,0,Materials
AGH,ASX:AGH,Althea Group Holdings Limited (ASX:AGH),https://www.listcorp.com/asx/agh/althea-group-holdings-limited,13781300,0.034,0,0,Health Care
AQN,ASX:AQN,Aquirian Limited (ASX:AQN),https://www.listcorp.com/asx/aqn/aquirian-limited,13728200,0.17,0,0,Industrials
MCO,ASX:MCO,Myeco Group Ltd (ASX:MCO),https://www.listcorp.com/asx/mco/myeco-group-ltd,13722000,0.023,0,0,Materials
FUL,ASX:FUL,Fulcrum Lithium Ltd (ASX:FUL),https://www.listcorp.com/asx/ful/fulcrum-lithium-ltd,13590000,0.18,0,0,Materials
SNG,ASX:SNG,Siren Gold Limited (ASX:SNG),https://www.listcorp.com/asx/sng/siren-gold-limited,13576200,0.062,0,0,Materials
EDU,ASX:EDU,EDU Holdings Limited (ASX:EDU),https://www.listcorp.com/asx/edu/edu-holdings-limited,13549800,0.09,0,0,Consumer Discretionary
GSN,ASX:GSN,Great Southern Mining Limited (ASX:GSN),https://www.listcorp.com/asx/gsn/great-southern-mining-limited,13545300,0.016,0,0,Materials
EGY,ASX:EGY,Energy Technologies (ASX:EGY),https://www.listcorp.com/asx/egy/energy-technologies,13531600,0.031,0,0,Industrials
1AI,ASX:1AI,Algorae Pharmaceuticals Limited (ASX:1AI),https://www.listcorp.com/asx/1ai/algorae-pharmaceuticals-limited,13499200,0.008,0,0,Health Care
DKM,ASX:DKM,Duketon Mining Limited (ASX:DKM),https://www.listcorp.com/asx/dkm/duketon-mining-limited,13465300,0.11,0,0,Materials
RCL,ASX:RCL,ReadCloud Limited (ASX:RCL),https://www.listcorp.com/asx/rcl/readcloud-limited,13434600,0.091,0,0,Information Technology
BPH,ASX:BPH,BPH Energy Limited (ASX:BPH),https://www.listcorp.com/asx/bph/bph-energy-limited,13400600,0.011,0,0,Financials
SHO,ASX:SHO,Sportshero Limited (ASX:SHO),https://www.listcorp.com/asx/sho/sportshero-limited,13356700,0.02,0,0,Communication Services
EMP,ASX:EMP,Emperor Energy Limited (ASX:EMP),https://www.listcorp.com/asx/emp/emperor-energy-limited,13340000,0.023,0,0,Energy
TGH,ASX:TGH,Terragen Holdings Limited (ASX:TGH),https://www.listcorp.com/asx/tgh/terragen-holdings-limited,13286900,0.036,0,0,Materials
AFL,ASX:AFL,AF Legal Group Ltd (ASX:AFL),https://www.listcorp.com/asx/afl/af-legal-group,13238400,0.145,0,0,Industrials
AMD,ASX:AMD,Arrow Minerals Limited (ASX:AMD),https://www.listcorp.com/asx/amd/arrow-minerals-limited,13223600,0.001,0,0,Materials
JZP,ASX:HJZP,Hejaz Property Fund (Managed Fund) (ASX:HJZP),https://www.listcorp.com/asx/hjzp/hejaz-property-fund-managed-fund,13165500,0.865,0,0,Unclassified
PGM,ASX:PGM,Platina Resources Limited (ASX:PGM),https://www.listcorp.com/asx/pgm/platina-resources-limited,13086800,0.021,0,0,Materials
PV1,ASX:PV1,Provaris Energy Ltd (ASX:PV1),https://www.listcorp.com/asx/pv1/provaris-energy-ltd,13050800,0.019,0,0,Energy
SPQ,ASX:SPQ,Superior Resources Limited (ASX:SPQ),https://www.listcorp.com/asx/spq/superior-resources-limited,13019200,0.006,0,0,Materials
LPM,ASX:LPM,Lithium Plus Minerals Ltd (ASX:LPM),https://www.listcorp.com/asx/lpm/lithium-plus-minerals-ltd,13018300,0.098,0,0,Materials
TSI,ASX:TSI,Top Shelf International Holdings Ltd (ASX:TSI),https://www.listcorp.com/asx/tsi/top-shelf-international-holdings-ltd,13004300,0.04,0,0,Consumer Staples
TKM,ASX:TKM,Trek Metals Limited (ASX:TKM),https://www.listcorp.com/asx/tkm/trek-metals-limited,13003100,0.025,0,0,Materials
FZR,ASX:FZR,Fitzroy River Corporation Ltd (ASX:FZR),https://www.listcorp.com/asx/fzr/fitzroy-river-corporation-ltd,12954500,0.12,0,0,Energy
PIL,ASX:PIL,Peppermint Innovation Limited (ASX:PIL),https://www.listcorp.com/asx/pil/peppermint-innovation-limited,12953200,0.006,0,0,Information Technology
FND,ASX:DFND,VanEck Global Defence ETF (ASX:DFND),https://www.listcorp.com/asx/dfnd/vaneck-global-defence-etf,12947000,23.54,0,0,Unclassified
CND,ASX:CND,Condor Energy Limited (ASX:CND),https://www.listcorp.com/asx/cnd/condor-energy-limited,12899300,0.022,0,0,Energy
ALR,ASX:ALR,Altair Minerals Limited (ASX:ALR),https://www.listcorp.com/asx/alr/altair-minerals-limited,12889700,0.003,0,0,Materials
RMR,ASX:ARMR,Betashares Global Defence ETF (ASX:ARMR),https://www.listcorp.com/asx/armr/betashares-global-defence-etf,12825000,17.1,0,0,Unclassified
ION,ASX:ION,Iondrive Limited (ASX:ION),https://www.listcorp.com/asx/ion/iondrive-limited,12753100,0.018,0,0,Materials
VMC,ASX:VMC,Venus Metals Corporation Limited (ASX:VMC),https://www.listcorp.com/asx/vmc/venus-metals,12748400,0.065,0,0,Materials
MNC,ASX:MNC,Merino & Co Limited (ASX:MNC),https://www.listcorp.com/asx/mnc/merino-and-co-limited,12738400,0.25,0,0,Consumer Discretionary
TRU,ASX:TRU,Truscreen Group Limited (ASX:TRU),https://www.listcorp.com/asx/tru/truscreen-group-limited,12709600,0.023,0,0,Health Care
AVE,ASX:AVE,Avecho Biotechnology Limited (ASX:AVE),https://www.listcorp.com/asx/ave/avecho-biotechnology-limited,12677200,0.004,0,0,Health Care
EQE,ASX:EQE,Equus Mining Limited (ASX:EQE),https://www.listcorp.com/asx/eqe/equus-mining-limited,12653700,0.05,0,0,Materials
FBM,ASX:FBM,Future Battery Minerals Limited (ASX:FBM),https://www.listcorp.com/asx/fbm/future-battery-minerals-limited,12641800,0.019,0,0,Materials
SGA,ASX:SGA,Sarytogan Graphite Limited (ASX:SGA),https://www.listcorp.com/asx/sga/sarytogan-graphite-limited,12634300,0.076,0,0,Materials
BPP,ASX:BPP,Babylon Pump & Power Limited (ASX:BPP),https://www.listcorp.com/asx/bpp/babylon-pump-and-power-limited,12497700,0.005,0,0,Industrials
TOR,ASX:TOR,Torque Metals Limited (ASX:TOR),https://www.listcorp.com/asx/tor/torque-metals-limited,12483200,0.05,0,0,Materials
VRC,ASX:VRC,Volt Resources Limited (ASX:VRC),https://www.listcorp.com/asx/vrc/volt-resources-limited,12476000,0.004,0,0,Materials
EAX,ASX:EAX,Energy Action Limited (ASX:EAX),https://www.listcorp.com/asx/eax/energy-action,12474100,0.32,0,0,Industrials
ZGL,ASX:ZGL,Zicom Group Limited (ASX:ZGL),https://www.listcorp.com/asx/zgl/zicom-group-limited,12444500,0.058,0,0,Industrials
GUL,ASX:GUL,Gullewa Limited (ASX:GUL),https://www.listcorp.com/asx/gul/gullewa,12391300,0.059,0,0,Materials
ASP,ASX:ASP,Aspermont Limited (ASX:ASP),https://www.listcorp.com/asx/asp/aspermont-limited,12350100,0.005,0,0,Communication Services
CLU,ASX:CLU,Cluey Ltd (ASX:CLU),https://www.listcorp.com/asx/clu/cluey-ltd,12348800,0.035,0,0,Consumer Discretionary
CAG,ASX:CAG,Cape Range Limited (ASX:CAG),https://www.listcorp.com/asx/cag/cape-range-limited,12338100,0.13,0,0,Information Technology
LML,ASX:LML,Lincoln Minerals Limited (ASX:LML),https://www.listcorp.com/asx/lml/lincoln-minerals-limited,12337600,0.006,0,0,Materials
FHS,ASX:FHS,Freehill Mining Limited (ASX:FHS),https://www.listcorp.com/asx/fhs/freehill-mining-limited,12314100,0.005,0,0,Materials
AU1,ASX:AU1,The Agency Group Australia (ASX:AU1),https://www.listcorp.com/asx/au1/the-agency-group-australia,12308100,0.028,0,0,Real Estate
GOV,ASX:1GOV,VanEck 1-5 Year Australian Government Bond ETF (ASX:1GOV),https://www.listcorp.com/asx/1gov/vaneck-1-5-year-australian-government-bond-etf,12271500,51.13,0,0,Unclassified
NIM,ASX:NIM,Nimy Resources Limited (ASX:NIM),https://www.listcorp.com/asx/nim/nimy-resources-limited,12244300,0.07,0,0,Materials
BM8,ASX:BM8,Battery Age Minerals Limited (ASX:BM8),https://www.listcorp.com/asx/bm8/battery-age-minerals-limited,12212900,0.12,0,0,Materials
ASE,ASX:ASE,Astute Metals NL (ASX:ASE),https://www.listcorp.com/asx/ase/astute-metals-nl,12190900,0.023,0,0,Materials
BMH,ASX:BMH,Baumart Holdings Limited (ASX:BMH),https://www.listcorp.com/asx/bmh/baumart-holdings-limited,12158600,0.084,0,0,Industrials
AT1,ASX:AT1,Atomo Diagnostics Limited (ASX:AT1),https://www.listcorp.com/asx/at1/atomo-diagnostics-limited,12144800,0.019,0,0,Health Care
KOB,ASX:KOB,Koba Resources Limited (ASX:KOB),https://www.listcorp.com/asx/kob/koba-resources-limited,12050700,0.076,0,0,Materials
IND,ASX:IND,Industrial Minerals Ltd (ASX:IND),https://www.listcorp.com/asx/ind/industrial-minerals-ltd,12048400,0.15,0,0,Materials
NDQ,ASX:JNDQ,Betashares Nasdaq Next Gen 100 ETF (ASX:JNDQ),https://www.listcorp.com/asx/jndq/betashares-nasdaq-next-gen-100-etf,12009800,17.79,0,0,Unclassified
CTO,ASX:CTO,Citigold Corporation Limited (ASX:CTO),https://www.listcorp.com/asx/cto/citigold-corporation-limited,12000000,0.004,0,0,Materials
VKA,ASX:VKA,Viking Mines Limited (ASX:VKA),https://www.listcorp.com/asx/vka/viking-mines-limited,11953300,0.009,0,0,Materials
FDR,ASX:FDR,Finder Energy Holdings Limited (ASX:FDR),https://www.listcorp.com/asx/fdr/finder-energy-holdings-limited,11940100,0.042,0,0,Energy
PAM,ASX:PAM,Pan Asia Metals Limited (ASX:PAM),https://www.listcorp.com/asx/pam/pan-asia-metals-limited,11937100,0.059,0,0,Materials
AHK,ASX:AHK,Ark Mines Ltd (ASX:AHK),https://www.listcorp.com/asx/ahk/ark-mines,11921000,0.215,0,0,Materials
ACR,ASX:ACR,Acrux Limited (ASX:ACR),https://www.listcorp.com/asx/acr/acrux,11919400,0.041,0,0,Health Care
TM1,ASX:TM1,Terra Metals Limited (ASX:TM1),https://www.listcorp.com/asx/tm1/terra-metals-limited,11916600,0.03,0,0,Materials
MPP,ASX:MPP,Metro Performance Glass (ASX:MPP),https://www.listcorp.com/asx/mpp/metro-performance-glass,11864200,0.064,0,0,Industrials
ZAG,ASX:ZAG,Zuleika Gold Limited (ASX:ZAG),https://www.listcorp.com/asx/zag/zuleika-gold-limited,11854100,0.016,0,0,Materials
BAL,ASX:IBAL,iShares Balanced ESG ETF (ASX:IBAL),https://www.listcorp.com/asx/ibal/ishares-balanced-esg-etf,11852100,29.62,0,0,Unclassified
RIV,ASX:DRIV,BetaShares Electric Vehicles and Future Mobility ETF (ASX:DRIV),https://www.listcorp.com/asx/driv/betashares-electric-vehicles-and-future-mobility-etf,11835200,8.59,0,0,Unclassified
VML,ASX:VML,Vital Metals Limited (ASX:VML),https://www.listcorp.com/asx/vml/vital-metals-limited,11790100,0.002,0,0,Materials
WSI,ASX:WSI,Weststar Industrial Limited (ASX:WSI),https://www.listcorp.com/asx/wsi/weststar-industrial-limited,11776500,0.1,0,0,Materials
BNR,ASX:BNR,Bulletin Resources (ASX:BNR),https://www.listcorp.com/asx/bnr/bulletin-resources,11744500,0.04,0,0,Materials
VFX,ASX:VFX,Visionflex Group Limited (ASX:VFX),https://www.listcorp.com/asx/vfx/visionflex-group-limited,11743600,0.0035,0,0,Health Care
GMN,ASX:GMN,Gold Mountain Limited (ASX:GMN),https://www.listcorp.com/asx/gmn/gold-mountain-limited,11722400,0.003,0,0,Materials
HMG,ASX:HMG,Hamelin Gold Limited (ASX:HMG),https://www.listcorp.com/asx/hmg/hamelin-gold-limited,11699400,0.074,0,0,Materials
ASO,ASX:ASO,Aston Minerals Limited (ASX:ASO),https://www.listcorp.com/asx/aso/aston-minerals-limited,11655600,0.009,0,0,Materials
ORD,ASX:ORD,Ordell Minerals Limited (ASX:ORD),https://www.listcorp.com/asx/ord/ordell-minerals-limited,11642400,0.325,0,0,Unclassified
NET,ASX:NET,NetLinkz Limited (ASX:NET),https://www.listcorp.com/asx/net/netlinkz-limited,11635300,0.003,0,0,Information Technology
ID8,ASX:ID8,Identitii Limited (ASX:ID8),https://www.listcorp.com/asx/id8/identitii-limited,11613200,0.015,0,0,Information Technology
AQD,ASX:AQD,AusQuest Limited (ASX:AQD),https://www.listcorp.com/asx/aqd/ausquest,11604300,0.011,0,0,Materials
ATS,ASX:ATS,Australis Oil & Gas Ltd (ASX:ATS),https://www.listcorp.com/asx/ats/australis-oil-and-gas-ltd,11601100,0.009,0,0,Energy
X2M,ASX:X2M,X2M Connect Limited (ASX:X2M),https://www.listcorp.com/asx/x2m/x2m-connect-limited,11573100,0.032,0,0,Information Technology
MIN,ASX:VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund) (ASX:VMIN),https://www.listcorp.com/asx/vmin/vanguard-global-minimum-volatility-active-etf-managed-fund,11565300,63.23,0,0,Unclassified
ATU,ASX:ATU,Atrum Coal Limited (ASX:ATU),https://www.listcorp.com/asx/atu/atrum-coal-limited,11507600,0.00434,0,0,Materials
NC1,ASX:NC1,NiCo Resources Limited (ASX:NC1),https://www.listcorp.com/asx/nc1/nico-resources-limited,11492300,0.11,0,0,Materials
CF1,ASX:CF1,Complii Fintech Solutions Ltd (ASX:CF1),https://www.listcorp.com/asx/cf1/complii-fintech-solutions-ltd,11461200,0.02,0,0,Information Technology
N1H,ASX:N1H,N1 Holdings Limited (ASX:N1H),https://www.listcorp.com/asx/n1h/n1-holdings-limited,11447200,0.13,0,0,Financials
GCM,ASX:GCM,Green Critical Minerals Limited (ASX:GCM),https://www.listcorp.com/asx/gcm/green-critical-minerals-limited,11445300,0.006,0,0,Materials
NSX,ASX:NSX,NSX Limited (ASX:NSX),https://www.listcorp.com/asx/nsx/nsx-limited,11444500,0.025,0,0,Financials
SVY,ASX:SVY,Stavely Minerals Limited (ASX:SVY),https://www.listcorp.com/asx/svy/stavely-minerals-limited,11424900,0.021,0,0,Materials
HLX,ASX:HLX,Helix Resources Limited (ASX:HLX),https://www.listcorp.com/asx/hlx/helix-resources-limited,11424700,0.0035,0,0,Materials
ST1,ASX:ST1,Spirit Technology Solutions Ltd (ASX:ST1),https://www.listcorp.com/asx/st1/spirit-technology-solutions,11416700,0.061,0,0,Communication Services
EPM,ASX:EPM,Eclipse Metals Ltd (ASX:EPM),https://www.listcorp.com/asx/epm/eclipse-metals-ltd,11389300,0.005,0,0,Energy
BMG,ASX:BMG,BMG Resources Limited (ASX:BMG),https://www.listcorp.com/asx/bmg/bmg-resources,11367000,0.015,0,0,Materials
1AD,ASX:1AD,AdAlta Limited (ASX:1AD),https://www.listcorp.com/asx/1ad/adalta-limited,11366200,0.018,0,0,Health Care
