Company code,Company Name,Sector,Industry,Year,EPS,BVPS,ROA,ROE,DIV,P/E Ratio,DAR,MB,DY,Market Cap,Total Assets,Year end price
NAB,National Australia Bank Limited,Financial Services,Banks - Diversified,2024,2.246,19.995704784004143,0.006442964948789537,17.363702120135663,1.69,16.731968758261214,0.1983729662077597,1.879403713797443,0.04497072692006758,115498755231.42188,1080248000000.0,37.58000183105469
CSL,CSL Limited,Healthcare,Biotechnology,2024,5.47,35.85863011714196,0.06948608700226203,1.9597958868099532,4.00192,51.6179170207524,0.3204197569828003,7.873976367227152,0.014173614002093592,136715851664.16504,38021999999.9999,282.3500061035156
BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,2024,1.558,8.554574097754076,0.07714776968015474,2.0839169381107494,2.206182,25.52631608328862,0.20239932787557882,4.648974923042039,0.05547352211733057,201644638312.0254,102362000000.0,39.77000045776367
WBC,Westpac Banking Corporation,Financial Services,Banks - Diversified,2024,nan,20.85526793882632,0.006486974081800836,14.955087992005774,0.91,nan,0.19225850638117795,1.5660311794224846,0.027862829278981333,112292265720.48926,1077544000000.0,32.65999984741211
CBA,Commonwealth Bank of Australia,Financial Services,Banks - Diversified,2024,5.614,43.71108823232436,0.007490774083867326,17.15843914185639,4.65,27.825081352666047,0.148862588870212,3.5736929239466946,0.029767619231445865,261194068425.41602,1254076000000.0,156.2100067138672
MQG,Macquarie Group Limited,Financial Services,Capital Markets,2024,9.166,86.94692809992586,0.008730701728292233,11.866219555241793,6.45,24.541784524137267,0.6673508443148803,2.5872104036811163,0.028673038841978974,86622391525.64746,403404000000.0,224.9499969482422
ANZ,ANZ Group Holdings Limited,Financial Services,Banks - Diversified,2024,nan,23.48876594566333,0.005316833656736758,17.402659002095486,1.66,nan,0.1668574543472336,1.2269695122125042,0.05759889026987461,85712409214.6289,1229115000000.0,28.81999969482422
WES,Wesfarmers Limited,Consumer Cyclical,Home Improvement Retail,2024,nan,7.563809690608131,0.09363213592588523,3.181013395457193,1.98,nan,0.41297740671573474,9.593049075347627,0.027287762770404005,82356326311.85938,27309000000.0,72.55999755859375
GMG,Goodman Group,Real Estate,Real Estate - Diversified,2024,-0.052,9.17446118434819,-0.004150561731736899,1.3586632379019152,0.15,-709.4230651855469,0.15624409835446385,4.020944516347565,0.004066142653341732,70518922833.25195,23828100000.0,36.88999938964844
FMG,Fortescue Ltd,Basic Materials,Other Industrial Metals & Mining,2024,1.848,6.350195906141984,0.1890552228875576,1.5390917003737699,1.9700000000000002,10.021645269352636,0.17964071856287367,2.916445528845954,0.10637148765156573,57022342979.99609,30060000000.0001,18.520000457763672
TLS,Telstra Group Limited,Communication Services,Telecom Services,2024,0.141,1.2914560400702118,0.03560922063666301,2.6250576302443522,0.18,28.581561771690424,0.3725137211855104,3.1205090105809976,0.04466501008161487,46564235455.88965,45550000000.0,4.03000020980835
WTC,WiseTech Global Limited,Technology,Software - Application,2024,0.794,6.617633551941469,0.09295744756110502,1.2772657450076805,0.16899999999999998,153.7027719339135,0.036928301085918436,18.44163777846591,0.0013847918611290164,40818721058.856445,2827100000.0,122.04000091552734
ALL,Aristocrat Leisure Limited,Consumer Cyclical,Gambling,2024,nan,9.992664376472764,0.12650193140128502,1.6406949155241326,0.78,nan,0.23368014441834734,6.952099920844617,0.011227867947230553,43658492292.91211,10303400000.0,69.47000122070312
TCL,Transurban Group,Industrials,Infrastructure Operations,2024,0.106,3.55634454908765,0.008884286259333952,3.1421476280184963,0.32,130.37735561154923,0.5376083283370579,3.886012590756883,0.02315484855761932,42897692989.365234,36694000000.0,13.819999694824219
WOW,Woolworths Group Limited,Consumer Defensive,Grocery Stores,2024,0.089,4.427017190029162,0.0031824611032531826,6.092639138240575,0.87,342.808991335751,0.49275106082036774,6.891773607204099,0.02851524069070401,37270711667.759766,33936000000.0,30.510000228881836
REA,REA Group Limited,Communication Services,Internet Content & Information,2024,nan,11.64422443743046,0.11404896421845574,1.6816569546491005,1.8900000000000001,nan,0.10591337099811676,20.36202646020422,0.007971319912892976,31324941506.378174,2655000000.0,237.10000610351562
PME,Pro Medicus Limited,Healthcare,Health Information Services,2024,nan,1.7964573823672954,0.3216225245313216,1.3712712008863888,0.4,nan,0.008037261193508038,143.46012532793327,0.0015520720087900857,26931482407.562256,257426000.0,257.7200012207031
BXB,Brambles Limited,Industrials,Specialty Business Services,2024,0.561,2.333692581168505,0.08932436920891883,2.7055560720151526,0.5199,34.29589977026411,0.30248193240255755,8.244444845209427,0.027021829843285137,26605647959.97534,8731100000.0001,19.239999771118164
COL,Coles Group Limited,Consumer Defensive,Grocery Stores,2024,nan,2.6986695942399477,0.05626572722697534,5.4935029029582525,0.6799999999999999,nan,0.5067438349270257,6.999745144780723,0.035997883640622785,25318078188.671875,19870000000.0,18.889999389648438
SUN,Suncorp Group Limited,Financial Services,Insurance - Property & Casualty,2024,nan,10.88091046277666,0.010715244830364337,8.045952175165658,0.78,nan,0.022603168919523766,1.787534308776591,0.040102826190435564,24746624970.703125,111710000000.0,19.450000762939453
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,2024,0.694,3.31347093104571,0.1485582753258908,1.412897459993672,0.202,53.93371801898528,0.1271660210401208,11.296311657505054,0.005396740538419597,54945745643.50586,6872394000.0,37.43000030517578
IAG,Insurance Australia Group Limited,Financial Services,Insurance - Property & Casualty,2024,0.3731,2.8157342893864574,0.03505484639106843,3.599409863706618,0.27,23.07692215673344,0.11465042745052113,3.0578168150068405,0.03135888626785357,20365059987.945557,25617000000.0,8.609999656677246
COH,Cochlear Limited,Healthcare,Medical Devices,2024,5.445,28.12934147843723,0.12997705001639284,1.4914968758489542,4.1,54.29201012253213,0.08877636515973918,10.509310903840296,0.013869156578446961,19342386718.518066,2745100000.0,295.6199951171875
FPH,Fisher & Paykel Healthcare Corporation Limited,Healthcare,Medical Instruments & Supplies,2024,nan,3.0012369784771096,0.05811456370250252,1.2970837360013643,0.398742,nan,0.08287680238418722,11.57189511901158,0.011481197963019734,20356120703.85327,2281700000.0,34.72999954223633
CPU,Computershare Limited,Financial Services,Capital Markets,2024,nan,3.2949500310823625,0.06889045658604401,2.6268146975038014,0.8200000000000001,nan,0.34887378802759106,10.397729251839092,0.02393461880249454,20249338570.183838,5118619000.0,34.2599983215332
NST,Northern Star Resources Limited,Basic Materials,Gold,2024,0.556,7.646388560295039,0.048811999266099936,1.48799326576346,0.4,28.05755464293116,0.10276894379548651,2.040178871169973,0.02564102501402085,17935008438.568115,13080800000.0,15.600000381469727
ORG,Origin Energy Limited,Utilities,Utilities - Diversified,2024,0.811,5.508054136924452,0.06829959910042045,2.1555485298766994,0.9400000000000001,13.366214738086178,0.16515107069521853,1.9680271622458405,0.08671586593802666,18674609742.55078,20454000000.0,10.84000015258789
S32,South32 Limited,Basic Materials,Other Industrial Metals & Mining,2024,-0.045,1.9899436209173322,-0.01425061425061425,1.5878943261620777,0.052005,-75.55555767483182,0.10993330993330994,1.7085911679246901,0.015295587806264435,15308976864.605225,14245000000.0,3.4000000953674316
REH,Reece Limited,Industrials,Industrial Distribution,2024,0.65,6.012754185862189,0.05908086534085407,1.8266240455101679,0.2575,35.55384709284856,0.2582518436915467,3.8434966566054194,0.011142362319309465,14928690634.277344,7094869000.0,23.110000610351562
CAR,CAR Group Limited,Communication Services,Internet Content & Information,2024,nan,7.637213454042589,0.05354398038271527,1.5900022546286299,0.73,nan,0.2866438215320606,4.940283490736375,0.019347999174577555,14250356415.26587,4668536000.0,37.72999954223633
SHL,Sonic Healthcare Limited,Healthcare,Diagnostics & Research,2024,1.073,16.481176259981183,0.03447171593192016,1.83606742929676,1.06,25.573159863986596,0.3045476625123411,1.6649297417373137,0.038629736857488876,13182286016.563416,14826474000.0,27.440000534057617
ASX,ASX Limited,Financial Services,Financial Data & Stock Exchanges,2024,2.448,19.210575177422015,0.028081603647884406,4.533653717077885,2.08,27.05065409342448,0.019796879163829093,3.4470597891587746,0.03141044943607923,12839263596.679688,16886500000.0,66.22000122070312
SOL,Washington H. Soul Pattinson and Company Limited,Financial Services,Capital Markets,2024,1.3817,24.444444444444443,0.047972147686507594,1.1554540605414054,0.9500000000000001,25.179127824800858,0.07366052107677659,1.423227310180664,0.027306696608219966,12793674936.676025,10397700000.0,34.790000915527344
AIA,Auckland International Airport Limited,Industrials,Airports & Air Services,2024,nan,5.119969981078619,0.00044296966865868786,1.4420506149754357,0.12162300000000001,nan,0.21622557626326896,1.5214932881719585,0.015612708677224337,13100209360.48938,12416200000.0,7.789999961853027
TLC,The Lottery Corporation Limited,Consumer Cyclical,Gambling,2024,0.186,0.16313455685455053,0.09486274689519271,12.019278435692646,0.16,26.989247209282333,0.5681911919710371,30.772143423924003,0.031872510081258944,11173365277.226807,4364200000.0,5.019999980926514
SGP,Stockland,Real Estate,REIT - Diversified,2024,0.128,4.1442376542418815,0.01787807737397421,1.7244516324674013,0.166,38.98437321186066,0.2772567409144197,1.2040814710542946,0.03326653459200511,11911977993.140137,17060000000.0,4.989999771118164
IFT,Infratil Limited,Industrials,Conglomerates,2024,nan,6.123893117958361,0.05301088150764437,2.157364008891984,0.16489700000000002,nan,0.42568855176009784,1.8860551561333434,0.014276796301031795,11163560469.15326,16109900000.0,11.550000190734863
MPL,Medibank Private Limited,Financial Services,Insurance - Specialty,2024,0.179,0.837218630052282,0.10594613053314551,2.03262331352219,0.16599999999999998,21.39664761846958,0.04659153967644171,4.574671162617203,0.04334203741690209,10547819299.646484,4685400000.0,3.8299999237060547
JBH,JB Hi-Fi Limited,Consumer Cyclical,Specialty Retail,2024,4.0136,14.259974024548631,0.1258532667928641,2.2362901674042717,2.38,24.073151969947684,0.18855045029541673,6.775608607719068,0.024632580545897297,10563851380.2948,3486600000.0,96.62000274658203
TNE,Technology One Limited,Technology,Software - Application,2024,0.3624,1.1585153428336914,0.15580640050697084,1.9971418175298343,0.22449999999999998,85.264899609631,0.07877455640050697,26.67206766804647,0.007265372257977979,10115701727.91864,757440000.0,30.899999618530273
VCX,Vicinity Centres,Real Estate,REIT - Retail,2024,0.1202,2.337048654834256,0.03478996299075405,1.4781415371889952,0.1175,17.637270262554757,0.29393735135891336,0.9071269787960118,0.055424531293789735,9650833214.71289,15725800000.0,2.119999885559082
EVN,Evolution Mining Limited,Basic Materials,Gold,2024,nan,2.082196071747276,0.047882595910278915,2.1290255217280882,0.07,nan,0.22895004003360533,2.338876704090801,0.014373716970213835,9688085728.1781,8818841000.0,4.869999885559082
AFI,Australian Foundation Investment Company Limited,Financial Services,Asset Management,2024,0.2375,6.5912394662921345,0.02986266505435795,1.2005089460159657,0.26,31.24210558439556,0.001008281113614225,1.1257366864366143,0.035040430906553545,9298150495.605469,9917869000.0,7.420000076293945
AMC,Amcor plc,Consumer Cyclical,Packaging & Containers,2024,0.505,2.685181281964243,0.044178165093197774,4.1801163673159625,0.765,30.118811956726677,0.43494311304768823,5.664422041189216,0.0502958578620227,21983621941.855347,16524000000.0,15.210000038146973
BSL,BlueScope Steel Limited,Basic Materials,Steel,2024,1.8,24.44404001528611,0.05139048348003572,1.3892162509414736,0.55,10.67777739630805,0.046019900497512436,0.7862857081454311,0.02861602599630935,8430083591.310425,15678000000.0,19.219999313354492
APA,APA Group,Utilities,Utilities - Regulated Gas,2024,0.773,2.5082049190074684,0.04999233246434596,6.023091133004926,0.295,9.327296297732177,0.6641108214486531,2.8745657834847362,0.04091539506785042,9336589664.758423,19563000000.0,7.210000038146973
TWE,Treasury Wine Estates Limited,Consumer Defensive,Beverages - Wineries & Distilleries,2024,nan,5.66139129209843,0.012190612365644414,1.7594829642802923,0.36,nan,0.26606103934523223,2.03836819722377,0.031195840657714632,9363855824.406555,8112800000.0,11.539999961853027
RHC,Ramsay Health Care Limited,Healthcare,Medical Care Facilities,2024,nan,21.270792616720957,0.04253374174404135,3.7800090456806874,0.8,nan,0.523504355317316,1.6289943750681186,0.023088022071297957,7978162851.333618,20894000000.0,34.650001525878906
SEK,SEEK Limited,Communication Services,Internet Content & Information,2024,nan,7.236701978588644,-0.021221107535701517,1.841336844551158,0.35,nan,0.2963383599385871,3.1975891031734007,0.015125324513040857,8256814582.214355,4754700000.0,23.139999389648438
ORI,Orica Limited,Basic Materials,Specialty Chemicals,2024,1.107,9.149275533319663,0.05465551191356803,2.1106297827425453,0.47000000000000003,15.25745202316932,0.2626506777241803,1.8460477365818473,0.027827117642648003,8231526857.418457,9598300000.0,16.889999389648438
MGR,Mirvac Group,Real Estate,REIT - Diversified,2024,nan,2.3698255316956884,-0.05174852147081512,1.6635653940755,0.06,nan,0.28799177166366674,0.833394694008837,0.030379746468704,7793073783.676636,15556000000.0,1.975000023841858
MCY,Mercury NZ Limited,Utilities,Utilities - Renewable,2024,0.2085,3.4648832531704117,0.029606942317508933,2.0200041245617655,0.213354,26.882494096275714,0.1981623277182236,1.617659127171122,0.038064941886524324,7844029107.652771,9795000000.0,5.605000019073486
EDV,Endeavour Group Limited,Consumer Defensive,Beverages - Wineries & Distilleries,2024,nan,2.1061095419242566,0.043452431469065605,3.1254641909814325,0.21799999999999997,nan,0.5153186794534499,2.008442550053084,0.051536642793620926,7575845298.800232,11783000000.0,4.230000019073486
BEN,Bendigo and Adelaide Bank Limited,Financial Services,Banks - Regional,2024,0.963,12.442620309843251,0.0055505820982015095,13.959041796986067,0.63,13.696780457303532,0.10946460816454981,1.0600660674302504,0.04776345868402918,7456504718.304382,98187900000.0,13.1899995803833
DXS,DEXUS,Real Estate,REIT - Office,2024,-1.468,9.450616460453908,-0.09978890686621499,1.5565874390051944,0.213,-4.775204515587082,0.3162920922236829,0.7417505787284007,0.030385163059256502,7539746282.658447,15822400000.0,7.010000228881836
ALQ,ALS Limited,Industrials,Consulting Services,2024,0.0266,2.4404279030157245,0.003490070883610194,3.088144372963489,0.385,573.3082706766918,0.506384935880093,6.248904129130398,0.025245901639344263,7394328256.0,3696200000.0,15.25
NWL,Netwealth Group Limited,Technology,Software - Application,2024,nan,0.5904101057554739,0.43997973465058104,1.3111403265983947,0.28,nan,0.07871293921450662,49.32165041784334,0.009615384338270892,7127964918.386719,189486000.0,29.1200008392334
AGL,AGL Energy Limited,Utilities,Utilities - Independent Power Producers,2024,1.057,8.072871280610734,0.045399399782900196,2.883631007180998,0.61,10.49195851711248,0.17419066470851158,1.3737367743275728,0.05500450780946602,7460764421.373047,15661000000.0,11.09000015258789
CHC,Charter Hall Group,Real Estate,Real Estate - Diversified,2024,nan,5.963251453404592,-0.06095452424733101,1.2918173438275544,0.23,nan,0.13022477152345144,2.5170832298732253,0.015323117687729294,7099684958.18042,3643700000.0,15.010000228881836
QUB,Qube Holdings Limited,Industrials,Integrated Freight & Logistics,2024,0.126,1.7612971592091602,0.03635678474293017,1.9613098107265658,0.0915,31.666666742355105,0.38291771799324964,2.2653758275112943,0.0229323307722557,7057551853.028687,6103400000.0,3.990000009536743
WOR,Worley Limited,Energy,Oil & Gas Equipment & Services,2024,nan,10.435540730070885,0.028956422018348624,1.903583772967073,0.5,nan,0.19810779816513763,1.308029930753531,0.03663003765371798,7202012798.728943,10464000000.0,13.649999618530273
MIN,Mineral Resources Limited,Basic Materials,Other Industrial Metals & Mining,2024,nan,18.03896750791659,0.010219097449313277,3.4129464285714284,0.2,nan,0.43623283191628515,1.8992216880759858,0.005837711903047449,6732740884.22937,12232000000.0,34.2599983215332
MEZ,Meridian Energy Limited,Utilities,Utilities - Renewable,2024,nan,3.164479316343033,0.03167688104555859,1.6423720591802087,0.20341199999999998,nan,0.10167614265672303,1.6969616005469155,0.03787933041619094,13993145358.109863,13543000000.0,5.369999885559082
EBO,EBOS Group Limited,Healthcare,Medical Distribution,2024,1.5439,13.756840224550551,0.04026490266549043,2.7885320605881927,0.9725759999999999,22.235897293253895,0.243616236031049,2.4954859743001983,0.028330205305151315,6683193381.100586,7368948863.6365,34.33000183105469
SDF,Steadfast Group Limited,Financial Services,Insurance Brokers,2024,0.212,2.1060480515142443,0.03995933961933471,2.221711704695896,0.17099999999999999,28.018868194436127,0.2272249290195941,2.82044849496649,0.028787878510563025,6571362948.422424,5705800000.0,5.940000057220459
CWY,Cleanaway Waste Management Limited,Industrials,Waste Management,2024,0.07,1.3434989959839359,0.02457434287956061,2.123034381663113,0.05,38.42857224600655,0.2717771675166732,2.0022345124645136,0.01858736019941365,6001497727.661133,6372500000.0,2.690000057220459
AZJ,Aurizon Holdings Limited,Industrials,Railroads,2024,nan,2.4110392366201685,0.035012073128665055,2.612888688598468,0.16999999999999998,nan,0.42445670921007245,1.352114034872852,0.052147239416354234,6000682086.765717,11596000000.0,3.259999990463257
HUB,HUB24 Limited,Financial Services,Capital Markets,2024,0.5815,6.402415587487434,0.07572896292799172,1.1982520752277266,0.38,122.73431254786247,0.07261848558132365,11.14735552094807,0.0053243657752023625,5793302958.947754,622734000.0,71.37000274658203
HVN,Harvey Norman Holdings Limited,Consumer Cyclical,Specialty Retail,2024,nan,3.612494328135335,0.0444574814385761,1.7474078286418349,0.22,nan,0.28753913253085606,1.3121127233893304,0.046413504350887785,5906087038.970947,7927867000.0,4.739999771118164
